,0
919,0.25927326
920,0.9355597
921,0.7038512
922,0.0042620213
923,0.37253708
924,0.553845
925,0.27506977
926,0.20498961
927,0.97798914
928,0.99590343
929,0.12658241
930,0.0049755257
931,0.9999324
932,0.26149625
933,0.81134534
934,0.4643265
935,0.9140167
936,0.31113625
937,0.9894344
938,0.16211016
939,0.9847066
940,0.6513346
941,0.9954845
942,0.0046400577
943,0.3427116
944,0.55413663
945,0.99764144
946,0.82909447
947,0.2381407
948,0.99504733
949,0.011361699
950,0.8304747
951,0.6492297
952,0.16933988
953,0.31570864
954,0.90675634
955,0.10898259
956,0.1904466
957,0.85707206
958,0.07194416
959,0.541341
960,0.18897843
961,0.9944845
962,0.47971722
963,0.7569246
964,0.22661237
965,0.08411394
966,0.86818594
967,0.87688327
968,0.108874336
969,0.964529
970,0.45141822
971,0.9352088
972,0.99442565
973,0.5171878
974,0.60971004
975,0.19503911
976,0.35066688
977,0.2096387
978,0.9883007
979,0.46874428
980,0.8793892
981,0.0083861295
982,0.60715324
983,0.73927534
984,0.1306488
985,0.6899245
986,0.015717786
987,0.9999931
988,0.7453218
989,0.7298816
990,0.93122023
991,0.08989101
992,0.6912007
993,0.68602884
994,0.7975252
995,0.46991128
996,0.9998727
997,0.85891914
998,0.8365968
999,0.41148466
1000,0.21160495
1001,0.15257908
1002,0.9085835
1003,0.08209188
1004,0.9405992
1005,0.17892794
1006,0.7532207
1007,0.70277107
1008,0.7183831
1009,0.0009988392
1010,0.2361847
1011,0.98899347
1012,0.82498276
1013,0.016649537
1014,0.3394604
1015,0.9571418
1016,0.87798387
1017,0.47211313
1018,0.68586636
1019,0.08276338
1020,0.7384098
1021,0.15322527
1022,0.28515574
1023,0.01772117
1024,0.3155851
1025,0.39972043
1026,0.776406
1027,0.9360795
1028,0.7726826
1029,0.70509803
1030,0.21999885
1031,0.62531984
1032,0.06025188
1033,0.24328636
1034,0.8878288
1035,0.806891
1036,0.93734103
1037,0.9786163
1038,0.6124294
1039,0.99710745
1040,0.8751828
1041,0.4040451
1042,0.09977669
1043,0.9833915
1044,0.45957097
1045,0.008889162
1046,0.13995036
1047,0.6745082
1048,0.85302305
1049,0.12681639
1050,0.93308556
1051,0.007689874
1052,0.5467217
1053,0.961531
1054,0.92707586
1055,0.098178595
1056,0.60638756
1057,0.9928075
1058,0.15357918
1059,0.049059622
1060,0.68387043
1061,0.3714008
1062,0.05170246
1063,0.1764309
1064,0.53605986
1065,0.5599526
1066,0.6177383
1067,0.120577864
1068,0.9905066
1069,0.27960944
1070,0.19769871
1071,0.9186084
1072,0.39768416
1073,0.06595476
1074,0.9997874
1075,0.5538122
1076,0.174964
1077,0.9976845
1078,0.21551882
1079,0.548123
1080,0.57721716
1081,0.7603497
1082,0.98907965
1083,0.9541121
1084,0.117036514
1085,0.86141586
1086,0.10331458
1087,0.90105367
1088,0.6419115
1089,0.9307496
1090,0.51309836
1091,0.78605473
1092,0.07360817
1093,0.40988597
1094,0.020423435
1095,0.9991523
1096,0.5980513
1097,0.030805353
1098,0.99999034
1099,0.06877541
1100,0.99957377
1101,0.30420613
1102,0.4280442
1103,0.025333013
1104,0.2166615
1105,0.010243675
1106,0.006997729
1107,0.984135
1108,0.0043714256
1109,0.99935406
1110,0.70222247
1111,0.9883007
1112,0.31599578
1113,0.8793726
1114,0.9976418
1115,0.03324184
1116,0.15951756
1117,0.95160925
1118,0.4540256
1119,0.52158755
1120,0.40817624
1121,0.26003075
1122,0.82593274
1123,0.3473069
1124,0.22253391
1125,0.06706213
1126,0.99794334
1127,0.79100186
1128,0.4637712
1129,0.89634675
1130,0.4910458
1131,0.11949546
1132,0.833752
1133,0.15751034
1134,0.87841254
1135,0.49713588
1136,0.9720381
1137,0.0788204
1138,0.13881232
1139,0.04000153
1140,0.08454404
1141,0.1906835
1142,0.015743405
1143,0.19813426
1144,0.73367333
1145,0.02825662
1146,0.9999709
1147,0.050245475
1148,0.9478951
1149,0.6038155
1150,0.24302933
1151,0.37454993
1152,0.93129957
1153,0.5877243
1154,0.40546066
1155,0.8634627
1156,0.12685497
1157,0.20525886
1158,0.1917212
1159,0.9912219
1160,0.093556985
1161,0.08185544
1162,0.8965594
1163,0.44270706
1164,0.061793704
1165,0.9770905
1166,0.17393482
1167,0.6819069
1168,0.57808065
1169,0.68262774
1170,0.71918166
1171,0.96637785
1172,0.036303386
1173,0.21766464
1174,0.052490965
1175,0.44347537
1176,0.854433
1177,0.052864898
1178,0.815694
1179,0.066859625
1180,0.021385433
1181,0.019062072
1182,0.38103864
1183,0.82630426
1184,0.008922361
1185,0.0055504646
1186,0.21334314
1187,0.959655
1188,0.3595184
1189,0.9995926
1190,0.16974838
1191,0.23636086
1192,0.1005681
1193,0.9531896
1194,0.014836338
1195,0.8659477
1196,0.2391489
1197,0.56492215
1198,0.040841352
1199,0.29123968
1200,0.6514741
1201,0.85446745
1202,0.04426417
1203,0.8589981
1204,0.11951232
1205,0.88932
1206,0.6862231
1207,0.030057149
1208,0.47586903
1209,0.09627357
1210,0.99634993
1211,0.58848804
1212,0.7968637
1213,0.72170615
1214,0.09720899
1215,0.8678037
1216,0.96476984
1217,0.28202403
1218,0.74887043
1219,0.21215884
1220,0.7438442
1221,0.012325589
1222,0.5335768
1223,0.6787853
1224,0.041897252
1225,0.9218511
1226,0.14921027
1227,0.69621456
1228,0.054592434
1229,0.6069937
1230,0.11739825
1231,0.5390482
1232,0.027484829
1233,0.012169832
1234,0.994046
1235,0.98846614
1236,0.12309352
1237,0.9996743
1238,0.06295428
1239,0.40254825
1240,0.22623505
1241,0.18221776
1242,0.97748613
1243,0.44951814
1244,0.2704509
1245,0.6560537
1246,0.4029049
1247,0.1333794
1248,0.13623388
1249,0.68313766
1250,0.7763404
1251,0.99744034
1252,0.19838625
1253,0.13457158
1254,0.020463578
1255,0.10737729
1256,0.6948341
1257,0.90702206
1258,0.9975188
1259,0.76383215
1260,0.123790346
1261,0.9886258
1262,0.11611443
1263,0.02579208
1264,0.8027556
1265,0.58648694
1266,0.019839473
1267,0.20169191
1268,0.08712553
1269,0.0017174444
1270,0.794778
1271,0.4331031
1272,0.9607632
1273,0.7087999
1274,0.06272302
1275,0.18864883
1276,0.11075067
1277,0.62481624
1278,0.7231529
1279,0.09760421
1280,0.0018137997
1281,0.7366179
1282,0.047192883
1283,0.17857893
1284,0.056258887
1285,0.02366583
1286,0.3206788
1287,0.38249576
1288,0.54260147
1289,0.8497013
1290,0.7467416
1291,0.2036145
1292,0.05176895
1293,0.22347991
1294,0.9267259
1295,0.43336445
1296,0.56628084
1297,0.8903297
1298,0.7349655
1299,0.99999976
1300,0.456243
1301,0.8057323
1302,0.011059496
1303,0.51956105
1304,0.05917946
1305,0.3824695
1306,0.29948303
1307,0.8856453
1308,0.9257692
1309,0.28554443
1310,0.79857904
1311,0.82570696
1312,0.547269
1313,0.9700375
1314,0.090187654
1315,0.9767816
1316,0.09072948
1317,0.3561809
1318,0.20828015
1319,0.4870657
1320,0.47360706
1321,0.2800603
1322,0.26974943
1323,0.27153623
1324,0.036888476
1325,0.15094747
1326,0.5550292
1327,0.7662285
1328,0.14644843
1329,0.99418324
1330,0.4312705
1331,0.84807444
1332,0.24307534
1333,0.85751134
1334,0.99661666
1335,0.39338169
1336,0.98316157
1337,0.39819366
1338,0.43157795
1339,0.07226407
1340,0.09831098
1341,0.90047395
1342,0.8523319
1343,0.19827902
1344,0.73728466
1345,0.99978226
1346,0.68331164
1347,0.5101549
1348,0.99886787
1349,0.035448693
1350,0.708052
1351,0.15194444
1352,0.99448955
1353,0.6004771
1354,0.8692519
1355,0.21690091
1356,0.29849133
1357,0.006768674
1358,0.030129561
1359,0.014732302
1360,0.8277311
1361,0.94931
1362,0.17768635
1363,0.93492174
1364,0.06726205
1365,0.25754672
1366,0.9202487
1367,0.9998274
1368,0.018561972
1369,0.6226627
1370,0.14453806
1371,0.99341655
1372,0.03008939
1373,0.15065435
1374,0.59230036
1375,0.05993141
1376,0.43731236
1377,0.6014064
1378,0.4528598
1379,0.20264289
1380,0.49187216
1381,0.7027012
1382,0.55101407
1383,0.09069181
1384,0.69253206
1385,0.67781985
1386,0.45425072
1387,0.010244104
1388,0.112704515
1389,0.23004194
1390,0.028158173
1391,0.02653641
1392,0.94027925
1393,0.33367774
1394,0.39887854
1395,0.76196045
1396,0.97823226
1397,0.54701316
1398,0.99575436
1399,0.991471
1400,0.24601544
1401,0.42580205
1402,0.5259509
1403,0.25829813
1404,0.10177312
1405,0.9639976
1406,0.3765546
1407,0.48165303
1408,0.29721642
1409,0.976933
1410,0.8094664
1411,0.8628957
1412,0.62069845
1413,0.32615083
1414,0.116649956
1415,0.5210822
1416,0.10954417
1417,0.51677907
1418,0.17616911
1419,0.7328512
1420,0.7527232
1421,0.24376923
1422,0.017722165
1423,0.31273592
1424,0.6406907
1425,0.5298799
1426,0.836254
1427,0.98609644
1428,0.07670537
1429,0.79541177
1430,0.21309276
1431,0.908846
1432,0.03043003
1433,0.367888
1434,0.98047787
1435,0.7076752
1436,0.99999976
1437,0.8754059
1438,0.02544503
1439,0.06849996
1440,0.70813686
1441,0.027255515
1442,0.9907036
1443,0.14733377
1444,0.2015902
1445,0.46174154
1446,0.15211861
1447,0.7664464
1448,0.94913423
1449,0.9563216
1450,0.4772841
1451,0.021211
1452,0.38912088
1453,0.192253
1454,0.9105771
1455,0.09558029
1456,0.06832527
1457,0.91734016
1458,0.9239027
1459,0.61755383
1460,0.09746205
1461,0.042314447
1462,0.8537363
1463,0.65060365
1464,0.5871896
1465,0.75327647
1466,0.83734614
1467,0.021386864
1468,0.94995856
1469,0.92445153
1470,0.48699987
1471,0.01826047
1472,0.9980825
1473,0.85278654
1474,0.2663272
1475,0.6152741
1476,0.80036384
1477,0.9991755
1478,0.5169754
1479,0.9264792
1480,0.17727698
1481,0.74550045
1482,0.12877838
1483,0.48658213
1484,0.120037355
1485,0.073552184
1486,0.9840942
1487,0.05255412
1488,0.02481709
1489,0.3066658
1490,0.50160044
1491,0.057284705
1492,0.043648005
1493,0.6793743
1494,0.27106404
1495,0.073781654
1496,0.053138055
1497,0.13424154
1498,0.24321684
1499,0.1300021
1500,0.26930195
1501,0.52623856
1502,0.2641177
1503,0.06147319
1504,0.9114684
1505,0.97153205
1506,0.4354427
1507,0.033146057
1508,0.85528344
1509,0.97108006
1510,0.4705536
1511,0.45073968
1512,0.8339762
1513,0.054429345
1514,0.63135254
1515,0.73400265
1516,0.12683378
1517,0.83477235
1518,0.9795038
1519,0.8832143
1520,0.4472306
1521,0.9999932
1522,0.28193167
1523,0.98663217
1524,0.993835
1525,0.74309766
1526,0.11090176
1527,0.0077418317
1528,0.02762614
1529,0.98688203
1530,0.61561406
1531,0.2665035
1532,0.80156964
1533,0.89107656
1534,0.45665357
1535,0.58613455
1536,0.49621236
1537,0.029496752
1538,0.84510267
1539,0.99339503
1540,0.9818126
1541,0.997759
1542,0.025407866
1543,0.1212468
1544,0.76953244
1545,0.020210817
1546,0.95433503
1547,0.017599393
1548,0.23428829
1549,0.21968354
1550,0.98317164
1551,0.99950147
1552,0.9108648
1553,0.14378059
1554,0.732492
1555,0.7663913
1556,0.45290154
1557,0.9679101
1558,0.9977296
1559,0.19846243
1560,0.6987688
1561,0.035264913
1562,0.6484479
1563,0.3160245
1564,0.15079959
1565,0.8595622
1566,0.2701577
1567,0.73641205
1568,0.1393419
1569,0.03328963
1570,0.12951209
1571,0.3254241
1572,0.80692685
1573,0.047993578
1574,0.40062958
1575,0.09651602
1576,0.4083709
1577,0.4905971
1578,0.94610757
1579,0.034838807
1580,0.7681361
1581,1.0
1582,0.97815984
1583,0.03407384
1584,0.03482156
1585,0.014200221
1586,0.44108188
1587,0.6516051
1588,0.9530402
1589,0.2968649
1590,0.12730761
1591,0.9893181
1592,0.15318504
1593,0.89733857
1594,0.9999596
1595,0.033836138
1596,0.44742402
1597,0.018608687
1598,0.66174096
1599,0.20762771
1600,0.200448
1601,0.02352682
1602,0.76773363
1603,0.40967754
1604,0.06268308
1605,0.27812234
1606,0.40914258
1607,0.74001545
1608,0.98760986
1609,0.11336055
1610,0.8112588
1611,0.09285798
1612,0.10711261
1613,0.13493572
1614,0.9967158
1615,0.61628455
1616,0.9091439
1617,0.12345796
1618,0.93789405
1619,0.687457
1620,0.3754546
1621,0.29141968
1622,0.853921
1623,0.36910358
1624,0.11154042
1625,0.03878476
1626,0.012054636
1627,0.9961926
1628,0.42417282
1629,0.78400075
1630,0.053977344
1631,0.009213122
1632,0.008739413
1633,0.08124762
1634,0.8121261
1635,0.12211664
1636,0.9997601
1637,0.9329028
1638,0.9386353
1639,0.4230541
1640,0.053693485
1641,0.8430685
1642,0.63788104
1643,0.9299313
1644,0.1616037
1645,0.5010782
1646,0.30526093
1647,0.019548353
1648,0.77448887
1649,0.74021435
1650,0.28295985
1651,0.9797799
1652,0.045654166
1653,0.522714
1654,0.76891124
1655,0.62681305
1656,0.057911597
1657,0.48105377
1658,0.13624722
1659,0.32554632
1660,0.03994033
1661,0.28625748
1662,0.015140076
1663,0.38702497
1664,0.23995782
1665,0.33991832
1666,0.78993917
1667,0.34511763
1668,0.94882596
1669,0.83475864
1670,0.1295668
1671,0.8153422
